tipo_cancer,año,casos_hombre_raza_blanca,casos_mujer_raza_blanca,casos_hombre_raza_negra,casos_mujer_raza_negra,muertes_hombre_raza_blanca,muertes_mujer_raza_blanca,muertes_hombre_raza_negra,muertes_mujer_raza_negra
Lung and Bronchus,1988,97.92,47.73,144.93,48.26,87.86,34.57,122.15,33.54
Lung and Bronchus,1989,97.06,47.26,142.77,51.37,87.57,36.27,124.72,34.87
Lung and Bronchus,1990,96.11,48.96,137.17,52.13,88.4,37.31,125.17,36.48
Lung and Bronchus,1991,95.88,50.63,144.76,57.03,87.76,38.12,123.58,37.16
Lung and Bronchus,1992,94.89,51.04,148.73,56.06,85.98,39.21,121.06,38.55
Lung and Bronchus,1993,92.51,50.63,135.35,52.54,85.52,39.97,121.98,37.72
Lung and Bronchus,1994,90.13,51.61,131.39,56.53,83.78,40.3,118.63,38.61
Lung and Bronchus,1995,87.95,52.43,138.94,50.12,82.62,40.97,116.08,38.84
Lung and Bronchus,1996,86.66,52.97,128.35,55.73,81.15,41.22,113.18,39.08
Lung and Bronchus,1997,84.8,54.93,129.54,50.49,79.83,41.52,110.21,40.53
Lung and Bronchus,1998,86.6,55.02,130.87,58.3,78.47,41.69,107.4,40.67
Lung and Bronchus,1999,83.25,54.42,122.46,58.85,75.67,40.86,103.61,40.0
Lung and Bronchus,2000,80.78,53.21,115.09,57.81,75.41,42.08,100.87,39.64
Lung and Bronchus,2001,81.07,53.48,114.51,57.82,74.34,42.05,99.32,38.8
Lung and Bronchus,2002,79.84,54.23,113.1,60.71,72.89,42.64,95.59,40.21
Lung and Bronchus,2003,79.56,55.65,119.56,55.73,71.32,42.3,92.96,40.25
Lung and Bronchus,2004,75.3,53.77,105.27,57.02,69.74,41.99,90.41,39.95
Lung and Bronchus,2005,75.53,55.8,97.97,59.49,69.09,41.7,86.96,40.12
Lung and Bronchus,2006,73.08,55.35,101.1,59.96,67.05,41.36,83.89,39.06
Lung and Bronchus,2007,72.86,56.05,100.68,56.55,64.76,41.3,82.19,38.13
Lung and Bronchus,2008,70.74,54.26,103.32,56.06,63.51,40.4,78.2,36.88
Lung and Bronchus,2009,69.71,54.11,98.01,58.55,61.41,39.97,75.49,35.9
Lung and Bronchus,2010,67.76,52.11,85.57,54.84,59.92,39.17,73.52,36.27
Lung and Bronchus,2011,65.28,51.34,86.18,52.36,57.85,38.2,70.02,35.44
Lung and Bronchus,2012,62.87,50.3,88.9,56.12,56.12,37.64,68.86,34.73
Lung and Bronchus,2013,60.71,50.33,81.36,51.4,53.92,36.64,66.0,34.11
Lung and Bronchus,2014,60.13,50.34,74.52,50.38,52.05,35.99,62.49,32.78
Lung and Bronchus,2015,57.83,48.51,75.41,49.15,49.91,34.94,59.02,30.74
Lung and Bronchus,2016,56.13,47.13,73.01,46.41,47.09,33.18,55.35,29.78
Pleura,1975,,,,,0.26,0.1,0.19,
Pleura,1976,,,,,0.25,0.09,0.26,
Pleura,1977,,,,,0.3,0.08,0.16,
Pleura,1978,,,,,0.32,0.09,,0.12
Pleura,1979,,,,,0.31,0.07,0.15,
Pleura,1980,,,,,0.33,0.08,0.12,
Pleura,1981,,,,,0.32,0.08,0.24,
Pleura,1982,,,,,0.33,0.11,0.18,
Pleura,1983,,,,,0.36,0.08,0.12,
Pleura,1984,,,,,0.36,0.09,0.21,0.09
Pleura,1985,,,,,0.34,0.06,0.13,
Pleura,1986,,,,,0.34,0.07,0.17,
Pleura,1987,,,,,0.37,0.06,0.19,
Pleura,1988,,,,,0.34,0.07,0.19,
Pleura,1989,,,,,0.38,0.07,0.21,0.1
Pleura,1990,,,,,0.4,0.07,0.18,
Pleura,1991,,,,,0.38,0.07,0.13,
Pleura,1992,,,,,0.39,0.08,0.18,
Pleura,1993,,,,,0.33,0.07,0.2,
Pleura,1994,,,,,0.32,0.08,0.19,
Pleura,1995,,,,,0.33,0.07,0.2,
Pleura,1996,,,,,0.34,0.07,0.12,
Pleura,1997,,,,,0.32,0.06,0.11,
Pleura,1998,,,,,0.32,0.06,0.13,
Pleura,1999,,,,,0.24,0.04,0.14,
Pleura,2000,,,,,0.2,0.04,0.12,
Pleura,2001,,,,,0.22,0.06,,
Pleura,2002,,,,,0.2,0.05,,
Pleura,2003,,,,,0.18,0.04,,
Pleura,2004,,,,,0.18,0.03,,
Pleura,2005,,,,,0.16,0.03,,
Pleura,2006,,,,,0.15,0.04,,
Pleura,2007,,,,,0.14,0.03,,
Pleura,2008,,,,,0.13,0.03,,
Pleura,2009,,,,,0.11,0.03,0.12,
Pleura,2010,,,,,0.12,0.02,,
Pleura,2011,,,,,0.13,0.02,,
Pleura,2012,,,,,0.13,0.04,,
Pleura,2013,,,,,0.11,0.03,0.08,
Pleura,2014,,,,,0.16,0.04,0.07,
Pleura,2015,,,,,0.15,0.03,,
Pleura,2016,,,,,0.15,0.04,0.07,
"Trachea, Mediastinum and Other Respiratory Organs",1975,0.43,0.26,,,0.53,0.18,0.36,0.18
"Trachea, Mediastinum and Other Respiratory Organs",1976,0.45,,,,0.49,0.17,0.65,0.36
"Trachea, Mediastinum and Other Respiratory Organs",1977,0.43,0.19,,,0.42,0.19,0.5,0.23
"Trachea, Mediastinum and Other Respiratory Organs",1978,0.38,,,,0.44,0.19,0.61,0.18
"Trachea, Mediastinum and Other Respiratory Organs",1979,0.42,0.24,,,0.31,0.11,0.2,0.1
"Trachea, Mediastinum and Other Respiratory Organs",1980,0.51,,,,0.29,0.14,0.3,0.15
"Trachea, Mediastinum and Other Respiratory Organs",1981,0.52,,,,0.27,0.11,0.29,0.22
"Trachea, Mediastinum and Other Respiratory Organs",1982,0.54,,,,0.3,0.11,0.33,0.16
"Trachea, Mediastinum and Other Respiratory Organs",1983,0.43,,,,0.26,0.12,0.41,0.14
"Trachea, Mediastinum and Other Respiratory Organs",1984,0.45,0.17,,,0.27,0.11,0.3,0.09
"Trachea, Mediastinum and Other Respiratory Organs",1985,0.28,0.21,,,0.23,0.12,0.49,0.12
"Trachea, Mediastinum and Other Respiratory Organs",1986,0.45,0.22,,,0.23,0.1,0.35,0.11
"Trachea, Mediastinum and Other Respiratory Organs",1987,0.28,0.2,,,0.22,0.1,0.4,0.15
"Trachea, Mediastinum and Other Respiratory Organs",1988,0.37,0.17,,,0.21,0.11,0.34,0.11
"Trachea, Mediastinum and Other Respiratory Organs",1989,0.53,,,,0.23,0.1,0.38,0.14
"Trachea, Mediastinum and Other Respiratory Organs",1990,0.28,0.16,,,0.19,0.11,0.26,0.16
"Trachea, Mediastinum and Other Respiratory Organs",1991,0.3,0.22,,,0.2,0.1,0.17,0.16
"Trachea, Mediastinum and Other Respiratory Organs",1992,0.32,0.19,,,0.2,0.08,0.33,0.19
"Trachea, Mediastinum and Other Respiratory Organs",1993,0.48,,,,0.18,0.09,0.23,0.12
"Trachea, Mediastinum and Other Respiratory Organs",1994,0.39,,,,0.15,0.09,0.21,0.08
"Trachea, Mediastinum and Other Respiratory Organs",1995,0.36,,,,0.16,0.07,0.24,0.14
"Trachea, Mediastinum and Other Respiratory Organs",1996,0.28,0.2,,,0.15,0.09,0.23,0.12
"Trachea, Mediastinum and Other Respiratory Organs",1997,0.32,0.17,,,0.15,0.07,0.3,0.09
"Trachea, Mediastinum and Other Respiratory Organs",1998,0.24,,,,0.11,0.08,0.2,0.08
"Trachea, Mediastinum and Other Respiratory Organs",1999,0.2,,,,0.13,0.08,0.17,
"Trachea, Mediastinum and Other Respiratory Organs",2000,0.21,0.19,,,0.14,0.06,0.18,
"Trachea, Mediastinum and Other Respiratory Organs",2001,0.32,,,,0.13,0.06,0.21,0.07
"Trachea, Mediastinum and Other Respiratory Organs",2002,0.35,,,,0.14,0.07,0.17,0.06
"Trachea, Mediastinum and Other Respiratory Organs",2003,0.25,,,,0.13,0.07,0.11,
"Trachea, Mediastinum and Other Respiratory Organs",2004,0.4,,,,0.09,0.04,0.15,
"Trachea, Mediastinum and Other Respiratory Organs",2005,0.32,,,,0.08,0.04,,0.06
"Trachea, Mediastinum and Other Respiratory Organs",2006,0.17,,,,0.1,0.05,0.08,0.07
"Trachea, Mediastinum and Other Respiratory Organs",2007,0.32,,,,0.1,0.06,,
"Trachea, Mediastinum and Other Respiratory Organs",2008,0.15,0.16,,,0.09,0.05,0.15,0.05
"Trachea, Mediastinum and Other Respiratory Organs",2009,0.31,,,,0.08,0.04,0.12,
"Trachea, Mediastinum and Other Respiratory Organs",2010,0.31,,,,0.1,0.05,0.11,0.06
"Trachea, Mediastinum and Other Respiratory Organs",2011,0.25,,,,0.09,0.05,,0.05
"Trachea, Mediastinum and Other Respiratory Organs",2012,0.29,0.13,,,0.09,0.04,0.13,0.07
"Trachea, Mediastinum and Other Respiratory Organs",2013,0.26,,,,0.08,0.05,0.17,
"Trachea, Mediastinum and Other Respiratory Organs",2014,0.24,,,,0.1,0.06,,
"Trachea, Mediastinum and Other Respiratory Organs",2015,0.24,0.13,,,0.09,0.05,0.1,0.07
"Trachea, Mediastinum and Other Respiratory Organs",2016,0.26,,,,0.09,0.05,0.17,0.08
Bones and Joints,1975,1.0,0.74,,,1.05,0.7,1.02,0.79
Bones and Joints,1976,1.06,0.69,,,1.17,0.65,1.13,0.81
Bones and Joints,1977,1.2,0.6,,,1.14,0.61,1.39,0.8
Bones and Joints,1978,0.92,0.83,,,1.1,0.66,1.36,0.62
Bones and Joints,1979,1.03,0.75,,,0.71,0.42,0.76,0.41
Bones and Joints,1980,1.09,0.68,,,0.76,0.46,0.75,0.49
Bones and Joints,1981,1.09,0.81,,,0.68,0.37,0.69,0.43
Bones and Joints,1982,0.99,0.72,,,0.64,0.35,0.62,0.4
Bones and Joints,1983,1.24,0.61,,,0.62,0.39,0.59,0.33
Bones and Joints,1984,0.89,0.83,,,0.55,0.36,0.65,0.35
Bones and Joints,1985,1.12,0.77,,,0.62,0.38,0.73,0.34
Bones and Joints,1986,1.12,0.62,,,0.56,0.37,0.63,0.43
Bones and Joints,1987,0.96,0.8,,,0.54,0.35,0.77,0.37
Bones and Joints,1988,0.92,0.82,,,0.56,0.35,0.85,0.45
Bones and Joints,1989,0.9,0.74,,,0.59,0.35,0.61,0.37
Bones and Joints,1990,1.13,0.59,,,0.53,0.37,0.78,0.4
Bones and Joints,1991,1.18,0.88,,,0.62,0.36,0.63,0.41
Bones and Joints,1992,1.21,0.78,,,0.59,0.38,0.64,0.39
Bones and Joints,1993,1.07,0.76,,,0.59,0.39,0.73,0.52
Bones and Joints,1994,1.18,0.74,,,0.6,0.36,0.74,0.47
Bones and Joints,1995,1.27,0.84,,,0.59,0.37,0.82,0.4
Bones and Joints,1996,1.08,0.72,,,0.58,0.35,0.76,0.56
Bones and Joints,1997,1.29,0.97,,,0.57,0.36,0.67,0.34
Bones and Joints,1998,1.08,0.85,,,0.6,0.36,0.58,0.36
Bones and Joints,1999,1.12,0.85,,,0.55,0.38,0.54,0.31
Bones and Joints,2000,0.97,0.81,,,0.56,0.35,0.58,0.3
Bones and Joints,2001,1.15,0.8,,,0.57,0.37,0.57,0.42
Bones and Joints,2002,1.09,0.84,1.2,,0.52,0.34,0.53,0.36
Bones and Joints,2003,0.89,0.86,,1.03,0.56,0.34,0.53,0.34
Bones and Joints,2004,0.97,0.95,,,0.53,0.36,0.61,0.43
Bones and Joints,2005,1.15,0.99,,1.02,0.6,0.38,0.54,0.38
Bones and Joints,2006,1.18,0.74,,,0.53,0.36,0.59,0.41
Bones and Joints,2007,1.13,0.93,0.98,,0.58,0.36,0.5,0.32
Bones and Joints,2008,1.09,0.92,,1.07,0.52,0.37,0.58,0.31
Bones and Joints,2009,1.37,0.9,0.82,,0.53,0.36,0.64,0.35
Bones and Joints,2010,1.14,0.84,1.03,1.01,0.56,0.33,0.49,0.36
Bones and Joints,2011,1.15,0.88,,,0.57,0.35,0.56,0.38
Bones and Joints,2012,1.32,0.8,1.09,,0.54,0.33,0.54,0.31
Bones and Joints,2013,1.22,0.75,,,0.55,0.35,0.51,0.33
Bones and Joints,2014,1.24,0.86,1.05,0.79,0.55,0.39,0.61,0.35
Bones and Joints,2015,1.37,0.81,1.07,0.94,0.6,0.35,0.53,0.39
Bones and Joints,2016,1.13,0.91,,,0.59,0.38,0.57,0.37
Soft Tissue including Heart,1975,2.71,1.8,2.41,2.06,1.02,0.8,0.98,1.05
Soft Tissue including Heart,1976,2.66,1.88,3.78,,0.99,0.76,0.99,0.94
Soft Tissue including Heart,1977,2.9,1.85,,2.65,1.04,0.81,1.1,1.14
Soft Tissue including Heart,1978,2.76,2.27,4.81,2.16,1.08,0.83,0.97,0.96
Soft Tissue including Heart,1979,2.74,1.89,3.56,2.62,1.39,1.11,1.34,1.31
Soft Tissue including Heart,1980,2.57,1.68,1.9,2.1,1.39,1.07,1.53,1.67
Soft Tissue including Heart,1981,2.58,1.89,2.49,1.64,1.44,1.14,1.42,1.31
Soft Tissue including Heart,1982,2.74,1.95,3.04,2.74,1.37,1.1,1.62,1.39
Soft Tissue including Heart,1983,2.9,1.99,2.23,3.03,1.44,1.11,1.46,1.28
Soft Tissue including Heart,1984,3.02,1.98,3.68,3.31,1.39,1.16,1.52,1.71
Soft Tissue including Heart,1985,2.79,2.04,,2.5,1.42,1.21,1.75,1.92
Soft Tissue including Heart,1986,2.51,2.15,3.59,2.47,1.45,1.14,1.65,1.54
Soft Tissue including Heart,1987,3.17,1.81,4.04,3.25,1.47,1.2,1.71,1.68
Soft Tissue including Heart,1988,2.83,2.06,4.13,2.01,1.57,1.13,1.45,1.59
Soft Tissue including Heart,1989,2.73,2.0,3.56,2.41,1.44,1.19,1.7,1.45
Soft Tissue including Heart,1990,3.08,1.99,3.98,2.2,1.51,1.23,1.68,1.64
Soft Tissue including Heart,1991,3.03,2.23,2.93,2.95,1.54,1.23,1.88,1.73
Soft Tissue including Heart,1992,3.08,2.33,2.65,1.93,1.61,1.26,1.44,1.93
Soft Tissue including Heart,1993,3.28,2.01,3.18,3.3,1.57,1.34,1.68,2.25
Soft Tissue including Heart,1994,3.0,2.41,3.6,2.4,1.6,1.36,1.47,2.1
Soft Tissue including Heart,1995,3.61,2.33,3.0,2.16,1.72,1.32,1.7,1.94
Soft Tissue including Heart,1996,3.44,2.32,3.42,3.28,1.65,1.36,1.71,2.0
Soft Tissue including Heart,1997,3.36,2.7,4.81,2.84,1.69,1.4,1.86,1.89
Soft Tissue including Heart,1998,3.47,2.48,2.2,3.09,1.6,1.35,1.81,1.86
Soft Tissue including Heart,1999,3.58,2.45,3.67,2.29,1.53,1.17,1.61,1.48
Soft Tissue including Heart,2000,3.51,2.5,3.72,3.6,1.54,1.18,1.41,1.51
Soft Tissue including Heart,2001,3.9,2.61,4.14,2.19,1.48,1.15,1.62,1.33
Soft Tissue including Heart,2002,3.95,2.32,3.59,2.91,1.41,1.12,1.49,1.34
Soft Tissue including Heart,2003,3.9,2.5,4.01,2.88,1.42,1.14,1.56,1.36
Soft Tissue including Heart,2004,3.93,2.7,4.07,3.15,1.48,1.1,1.38,1.41
Soft Tissue including Heart,2005,4.15,2.88,2.91,3.04,1.45,1.14,1.34,1.4
Soft Tissue including Heart,2006,3.91,2.63,3.12,2.65,1.53,1.15,1.29,1.29
Soft Tissue including Heart,2007,4.05,2.91,3.87,3.57,1.52,1.13,1.34,1.35
Soft Tissue including Heart,2008,4.17,3.04,3.6,2.84,1.51,1.11,1.6,1.47
Soft Tissue including Heart,2009,3.98,3.15,3.89,2.5,1.55,1.13,1.52,1.41
Soft Tissue including Heart,2010,4.2,2.88,2.75,3.6,1.63,1.12,1.34,1.43
Soft Tissue including Heart,2011,4.05,2.58,3.77,3.14,1.51,1.16,1.5,1.4
Soft Tissue including Heart,2012,4.15,2.92,4.44,3.9,1.61,1.13,1.37,1.57
Soft Tissue including Heart,2013,4.16,3.04,3.42,3.03,1.55,1.14,1.45,1.42
Soft Tissue including Heart,2014,4.24,3.0,3.83,3.13,1.61,1.13,1.7,1.5
Soft Tissue including Heart,2015,4.08,2.76,4.58,3.62,1.6,1.13,1.44,1.46
Soft Tissue including Heart,2016,4.23,2.74,3.49,3.51,1.54,1.14,1.41,1.56
Skin,1975,10.05,8.74,,,4.27,2.37,1.23,0.87
Skin,1976,10.09,9.19,,2.43,4.49,2.58,1.41,0.79
Skin,1977,11.59,9.71,,2.22,4.63,2.55,1.39,0.85
Skin,1978,11.75,10.36,,,4.63,2.53,1.45,0.96
Skin,1979,12.85,10.6,3.07,2.64,4.77,2.49,1.23,0.8
Skin,1980,14.48,11.78,,,4.7,2.35,1.71,1.05
Skin,1981,14.69,12.7,3.18,,4.78,2.52,1.48,0.94
Skin,1982,15.22,12.67,,1.71,5.07,2.43,1.61,1.01
Skin,1983,15.84,12.53,,1.82,5.24,2.51,2.04,0.84
Skin,1984,15.69,13.04,,,5.4,2.5,1.83,0.93
Skin,1985,18.77,13.53,2.19,2.28,5.55,2.5,2.15,0.84
Skin,1986,19.24,14.62,,1.85,5.69,2.57,2.47,0.87
Skin,1987,19.57,14.96,2.6,2.44,5.74,2.49,2.31,0.89
Skin,1988,19.04,14.51,2.14,1.94,5.65,2.63,2.23,0.92
Skin,1989,20.69,14.99,2.9,1.82,5.81,2.6,2.4,0.92
Skin,1990,20.89,15.02,2.82,2.36,5.9,2.63,2.42,0.93
Skin,1991,22.26,15.95,2.58,2.07,5.92,2.49,2.6,0.94
Skin,1992,23.72,15.72,,1.67,5.92,2.52,2.28,0.92
Skin,1993,23.12,15.24,,1.98,5.85,2.51,1.98,1.03
Skin,1994,25.67,16.31,2.05,1.77,5.79,2.46,1.84,0.88
Skin,1995,25.86,18.17,4.68,1.31,5.75,2.48,1.61,0.81
Skin,1996,28.13,18.73,2.93,2.25,5.88,2.6,1.71,0.71
Skin,1997,27.71,19.43,3.47,1.45,5.78,2.48,1.52,0.9
Skin,1998,28.81,19.73,2.48,1.96,5.93,2.38,1.61,0.8
Skin,1999,29.65,19.86,3.04,2.62,5.81,2.45,1.63,0.53
Skin,2000,31.14,20.75,2.45,1.91,5.77,2.47,1.62,0.84
Skin,2001,32.04,21.6,2.62,1.41,5.93,2.49,1.4,0.69
Skin,2002,31.23,21.52,2.96,1.83,5.77,2.43,1.55,0.58
Skin,2003,31.8,21.82,2.28,2.26,5.91,2.44,1.17,0.7
Skin,2004,33.38,23.24,2.51,2.07,5.95,2.38,1.43,0.59
Skin,2005,37.2,25.01,1.94,2.49,6.06,2.49,1.3,0.7
Skin,2006,36.29,24.39,1.93,2.25,6.22,2.42,1.49,0.51
Skin,2007,36.39,23.9,3.02,3.31,6.13,2.42,1.38,0.77
Skin,2008,39.12,25.81,2.9,2.24,6.16,2.35,1.35,0.55
Skin,2009,38.89,25.16,2.82,2.03,6.44,2.53,1.25,0.61
Skin,2010,39.53,26.52,2.35,1.94,6.31,2.41,1.19,0.54
Skin,2011,39.05,25.05,,2.31,6.34,2.38,1.11,0.67
Skin,2012,39.23,24.9,2.0,2.35,6.25,2.43,1.18,0.51
Skin,2013,41.06,26.58,1.74,2.08,6.4,2.37,1.28,0.52
Skin,2014,42.93,27.99,2.81,1.95,6.37,2.34,1.22,0.66
Skin,2015,42.84,29.12,2.0,1.67,6.08,2.33,1.22,0.48
Skin,2016,42.53,27.81,1.95,2.08,5.69,2.08,0.94,0.48
Breast,1975,0.88,107.4,,93.57,0.38,31.79,0.41,29.49
Breast,1976,1.13,104.83,,85.72,0.36,32.17,0.6,30.47
Breast,1977,0.89,103.32,,87.14,0.35,32.67,0.51,32.8
Breast,1978,0.89,103.61,,86.13,0.35,31.9,0.6,32.14
Breast,1979,0.94,104.7,,86.94,0.26,31.48,0.54,30.82
Breast,1980,0.93,105.13,,89.48,0.3,31.93,0.42,31.68
Breast,1981,0.93,109.87,,94.35,0.31,32.12,0.46,32.55
Breast,1982,0.94,109.9,,93.58,0.32,32.31,0.56,33.75
Breast,1983,1.13,114.46,,103.64,0.29,32.2,0.5,33.53
Breast,1984,0.94,119.87,,102.41,0.28,32.9,0.47,35.94
Breast,1985,0.98,127.76,,111.89,0.34,33.11,0.43,34.85
Breast,1986,0.96,130.39,,115.33,0.27,32.93,0.42,35.44
Breast,1987,0.98,140.25,,109.53,0.34,32.57,0.47,36.73
Breast,1988,1.16,136.27,2.76,119.01,0.28,33.09,0.88,37.78
Breast,1989,1.07,132.45,,105.23,0.33,33.23,0.45,36.61
Breast,1990,1.15,136.27,,118.79,0.26,33.02,0.52,38.0
Breast,1991,1.17,138.92,,117.61,0.27,32.45,0.44,38.28
Breast,1992,1.02,135.75,,124.31,0.3,31.43,0.45,37.09
Breast,1993,1.04,133.1,,119.69,0.34,31.09,0.66,38.04
Breast,1994,1.08,135.7,,122.87,0.34,30.56,0.6,37.74
Breast,1995,0.92,137.63,,124.01,0.32,30.09,0.77,38.18
Breast,1996,1.32,138.26,,124.59,0.31,29.05,0.72,37.13
Breast,1997,1.06,142.65,,126.17,0.3,27.62,0.63,37.43
Breast,1998,1.12,146.51,,126.27,0.31,27.01,0.56,35.53
Breast,1999,0.95,147.1,,126.65,0.32,25.98,0.69,35.21
Breast,2000,1.14,143.01,2.86,119.29,0.35,26.17,0.63,34.36
Breast,2001,1.23,145.05,1.66,116.73,0.33,25.43,0.65,34.52
Breast,2002,1.12,141.29,1.95,124.48,0.29,25.02,0.61,34.14
Breast,2003,1.34,131.89,1.85,123.92,0.3,24.66,0.47,34.1
Breast,2004,1.23,132.08,1.61,124.57,0.28,23.94,0.56,32.29
Breast,2005,1.15,131.38,,119.12,0.28,23.49,0.49,32.81
Breast,2006,1.16,130.56,1.54,125.83,0.29,23.02,0.47,31.62
Breast,2007,1.12,132.51,1.67,125.1,0.27,22.4,0.45,31.36
Breast,2008,1.19,131.56,1.43,128.86,0.29,21.99,0.6,30.96
Breast,2009,1.22,134.43,,129.74,0.28,21.76,0.41,30.19
Breast,2010,1.11,130.85,2.93,123.14,0.28,21.33,0.59,30.16
Breast,2011,1.26,133.81,2.72,128.63,0.28,20.93,0.5,30.16
Breast,2012,1.33,132.73,2.14,133.48,0.25,20.71,0.42,29.39
Breast,2013,1.21,133.46,1.96,129.16,0.28,20.29,0.55,28.2
Breast,2014,1.11,133.82,1.84,127.64,0.27,20.03,0.54,28.05
Breast,2015,1.18,134.13,1.59,129.14,0.26,19.79,0.54,27.58
Breast,2016,1.05,132.71,3.02,128.21,0.26,19.58,0.44,27.32
Female Genital System,1975,,71.11,,70.42,,21.0,,29.92
Female Genital System,1976,,69.4,,63.41,,21.18,,30.32
Female Genital System,1977,,64.96,,64.77,,20.09,,29.33
Female Genital System,1978,,62.92,,57.24,,19.86,,28.42
Female Genital System,1979,,59.87,,62.71,,19.23,,27.15
Female Genital System,1980,,59.34,,54.66,,19.11,,28.19
Female Genital System,1981,,57.33,,56.6,,18.89,,25.65
Female Genital System,1982,,57.58,,56.27,,18.57,,26.15
Female Genital System,1983,,57.29,,54.44,,18.39,,26.05
Female Genital System,1984,,58.14,,53.5,,18.04,,25.83
Female Genital System,1985,,56.91,,52.49,,17.97,,24.89
Female Genital System,1986,,54.68,,49.93,,17.87,,25.23
Female Genital System,1987,,55.68,,50.9,,17.63,,24.33
Female Genital System,1988,,53.91,,51.59,,17.65,,24.61
Female Genital System,1989,,55.54,,49.49,,17.45,,24.24
Female Genital System,1990,,57.23,,48.36,,17.84,,24.17
Female Genital System,1991,,55.87,,48.9,,17.58,,24.48
Female Genital System,1992,,54.94,,46.43,,17.6,,24.45
Female Genital System,1993,,54.6,,46.46,,17.14,,23.71
Female Genital System,1994,,53.58,,48.57,,17.46,,22.57
Female Genital System,1995,,53.75,,47.1,,17.17,,21.88
Female Genital System,1996,,53.84,,46.44,,16.75,,21.67
Female Genital System,1997,,55.1,,45.39,,16.6,,22.01
Female Genital System,1998,,54.34,,48.09,,16.41,,21.13
Female Genital System,1999,,54.21,,45.67,,16.49,,20.65
Female Genital System,2000,,52.7,,43.29,,16.53,,20.79
Female Genital System,2001,,53.89,,43.33,,16.62,,20.39
Female Genital System,2002,,51.03,,48.64,,16.53,,20.59
Female Genital System,2003,,50.83,,46.99,,16.23,,20.08
Female Genital System,2004,,50.74,,46.74,,16.04,,19.96
Female Genital System,2005,,49.71,,47.39,,15.9,,19.52
Female Genital System,2006,,50.82,,40.97,,16.04,,19.39
Female Genital System,2007,,50.14,,46.25,,15.68,,19.26
Female Genital System,2008,,51.26,,46.87,,15.39,,18.77
Female Genital System,2009,,53.56,,46.66,,15.08,,19.14
Female Genital System,2010,,53.05,,46.75,,15.37,,18.86
Female Genital System,2011,,51.99,,49.9,,15.15,,19.47
Female Genital System,2012,,52.25,,47.62,,15.04,,19.36
Female Genital System,2013,,50.29,,48.7,,15.04,,18.98
Female Genital System,2014,,52.68,,46.39,,14.89,,19.39
Female Genital System,2015,,52.33,,46.55,,14.74,,18.83
Female Genital System,2016,,50.75,,48.2,,15.05,,18.37
Male Genital System,1975,97.54,,142.96,,30.2,,56.61,
Male Genital System,1976,102.69,,143.31,,31.01,,56.84,
Male Genital System,1977,104.91,,161.55,,30.92,,57.18,
Male Genital System,1978,103.09,,150.95,,31.52,,59.29,
Male Genital System,1979,107.89,,164.73,,31.59,,60.39,
Male Genital System,1980,110.96,,164.1,,31.56,,63.07,
Male Genital System,1981,114.0,,163.95,,31.43,,64.25,
Male Genital System,1982,113.56,,170.34,,31.8,,63.11,
Male Genital System,1983,117.27,,174.17,,32.24,,65.36,
Male Genital System,1984,116.62,,180.47,,32.22,,66.69,
Male Genital System,1985,121.05,,173.07,,31.94,,67.98,
Male Genital System,1986,125.68,,171.22,,33.05,,68.08,
Male Genital System,1987,141.61,,191.25,,33.17,,69.5,
Male Genital System,1988,145.51,,192.46,,33.96,,70.19,
Male Genital System,1989,153.68,,194.57,,35.13,,72.31,
Male Genital System,1990,179.85,,224.31,,36.19,,78.53,
Male Genital System,1991,223.51,,292.64,,37.04,,78.87,
Male Genital System,1992,245.84,,332.53,,36.82,,80.48,
Male Genital System,1993,212.05,,349.26,,36.8,,82.46,
Male Genital System,1994,181.97,,318.81,,36.15,,80.35,
Male Genital System,1995,171.13,,288.36,,34.88,,78.65,
Male Genital System,1996,172.7,,288.94,,33.5,,79.23,
Male Genital System,1997,177.83,,291.44,,31.85,,74.84,
Male Genital System,1998,175.54,,295.1,,30.39,,73.33,
Male Genital System,1999,187.19,,299.81,,29.43,,70.58,
Male Genital System,2000,187.83,,299.66,,28.27,,69.34,
Male Genital System,2001,190.93,,282.55,,27.43,,68.26,
Male Genital System,2002,188.31,,296.12,,26.87,,65.4,
Male Genital System,2003,174.41,,267.88,,25.51,,60.94,
Male Genital System,2004,171.14,,265.94,,24.53,,59.4,
Male Genital System,2005,160.73,,259.64,,23.79,,57.53,
Male Genital System,2006,176.79,,261.22,,22.84,,54.12,
Male Genital System,2007,179.52,,274.01,,22.68,,55.32,
Male Genital System,2008,162.68,,260.55,,21.81,,49.57,
Male Genital System,2009,160.0,,249.73,,20.81,,49.79,
Male Genital System,2010,152.59,,235.67,,20.63,,48.53,
Male Genital System,2011,145.77,,225.37,,19.73,,44.38,
Male Genital System,2012,119.37,,194.21,,18.63,,41.99,
Male Genital System,2013,114.9,,187.87,,18.48,,39.56,
Male Genital System,2014,106.52,,163.03,,18.43,,38.49,
Male Genital System,2015,110.48,,170.15,,18.22,,37.89,
Male Genital System,2016,110.54,,176.02,,18.74,,38.74,
Urinary System,1975,48.89,14.39,24.94,11.79,15.69,5.37,11.34,5.74
Urinary System,1976,49.66,16.03,31.54,13.54,15.71,5.47,12.41,5.8
Urinary System,1977,49.19,15.2,34.51,13.99,15.77,5.54,12.0,5.82
Urinary System,1978,52.0,15.1,31.37,12.6,15.65,5.47,12.45,5.56
Urinary System,1979,51.63,15.61,24.56,13.31,15.38,5.26,12.05,5.61
